"year","sex","education","vocabulary","year_group"
1988,"Female",13,5,"[1974,1995]"
2000,"Female",12,5,"(1995,2016]"
1989,"Female",12,6,"[1974,1995]"
2006,"Female",14,6,"(1995,2016]"
1989,"Male",12,6,"[1974,1995]"
1987,"Female",12,4,"[1974,1995]"
2004,"Male",12,5,"(1995,2016]"
2006,"Female",12,6,"(1995,2016]"
2004,"Female",15,9,"(1995,2016]"
1988,"Female",8,5,"[1974,1995]"
2014,"Female",14,6,"(1995,2016]"
2010,"Female",13,7,"(1995,2016]"
2014,"Male",13,6,"(1995,2016]"
1991,"Male",16,7,"[1974,1995]"
1994,"Male",17,10,"[1974,1995]"
1974,"Female",10,10,"[1974,1995]"
1976,"Female",14,7,"[1974,1995]"
1982,"Male",6,3,"[1974,1995]"
2012,"Female",14,6,"(1995,2016]"
2012,"Female",10,4,"(1995,2016]"
1996,"Male",14,6,"(1995,2016]"
1993,"Female",10,3,"[1974,1995]"
1989,"Male",14,5,"[1974,1995]"
2010,"Male",15,7,"(1995,2016]"
1982,"Female",13,6,"[1974,1995]"
2016,"Female",10,3,"(1995,2016]"
2006,"Male",14,6,"(1995,2016]"
1987,"Male",15,10,"[1974,1995]"
1993,"Male",14,3,"[1974,1995]"
1990,"Male",17,6,"[1974,1995]"
2010,"Female",12,7,"(1995,2016]"
1982,"Male",6,6,"[1974,1995]"
2010,"Female",12,6,"(1995,2016]"
1993,"Female",12,5,"[1974,1995]"
1976,"Female",12,8,"[1974,1995]"
1984,"Female",13,6,"[1974,1995]"
2010,"Female",10,5,"(1995,2016]"
1996,"Male",12,4,"(1995,2016]"
1991,"Male",12,7,"[1974,1995]"
2016,"Male",17,7,"(1995,2016]"
1984,"Female",12,3,"[1974,1995]"
1974,"Female",11,5,"[1974,1995]"
1988,"Female",14,2,"[1974,1995]"
2006,"Female",16,8,"(1995,2016]"
2006,"Male",8,5,"(1995,2016]"
2010,"Male",16,6,"(1995,2016]"
2000,"Male",16,1,"(1995,2016]"
2012,"Male",17,10,"(1995,2016]"
1996,"Male",18,7,"(1995,2016]"
2014,"Female",11,6,"(1995,2016]"
2008,"Male",14,9,"(1995,2016]"
1994,"Female",14,8,"[1974,1995]"
1984,"Male",12,6,"[1974,1995]"
2006,"Male",13,7,"(1995,2016]"
2006,"Male",13,7,"(1995,2016]"
1982,"Male",9,8,"[1974,1995]"
1998,"Female",15,10,"(1995,2016]"
2016,"Female",12,6,"(1995,2016]"
1982,"Female",8,6,"[1974,1995]"
2012,"Male",9,5,"(1995,2016]"
1987,"Female",12,6,"[1974,1995]"
1978,"Female",12,7,"[1974,1995]"
1984,"Female",16,10,"[1974,1995]"
1987,"Female",9,4,"[1974,1995]"
1974,"Male",11,5,"[1974,1995]"
2008,"Male",13,6,"(1995,2016]"
1974,"Male",16,9,"[1974,1995]"
1978,"Female",12,10,"[1974,1995]"
2010,"Male",18,6,"(1995,2016]"
2004,"Female",12,6,"(1995,2016]"
2014,"Male",6,1,"(1995,2016]"
2014,"Female",12,8,"(1995,2016]"
2016,"Female",15,6,"(1995,2016]"
1989,"Male",14,7,"[1974,1995]"
1984,"Female",15,7,"[1974,1995]"
2008,"Male",16,8,"(1995,2016]"
1996,"Female",13,7,"(1995,2016]"
1978,"Female",9,6,"[1974,1995]"
2006,"Female",12,6,"(1995,2016]"
2006,"Male",18,6,"(1995,2016]"
2010,"Male",16,9,"(1995,2016]"
1996,"Female",13,6,"(1995,2016]"
1994,"Female",13,6,"[1974,1995]"
1998,"Male",14,7,"(1995,2016]"
2010,"Male",12,4,"(1995,2016]"
1976,"Male",16,5,"[1974,1995]"
1993,"Male",11,3,"[1974,1995]"
2008,"Female",16,6,"(1995,2016]"
1988,"Female",13,5,"[1974,1995]"
2010,"Male",16,5,"(1995,2016]"
2004,"Female",11,3,"(1995,2016]"
2008,"Male",14,9,"(1995,2016]"
1982,"Female",6,2,"[1974,1995]"
1982,"Female",8,4,"[1974,1995]"
2016,"Male",17,10,"(1995,2016]"
2004,"Female",12,6,"(1995,2016]"
1996,"Female",12,7,"(1995,2016]"
1987,"Male",12,5,"[1974,1995]"
1994,"Male",18,9,"[1974,1995]"
2006,"Female",12,6,"(1995,2016]"
2014,"Male",9,7,"(1995,2016]"
2014,"Female",14,7,"(1995,2016]"
2004,"Male",13,6,"(1995,2016]"
1982,"Male",12,3,"[1974,1995]"
2016,"Female",14,9,"(1995,2016]"
2000,"Male",16,6,"(1995,2016]"
2016,"Female",10,0,"(1995,2016]"
2014,"Male",17,4,"(1995,2016]"
1978,"Female",16,7,"[1974,1995]"
1988,"Female",12,6,"[1974,1995]"
2000,"Female",16,8,"(1995,2016]"
1988,"Male",16,5,"[1974,1995]"
1984,"Female",10,6,"[1974,1995]"
1984,"Female",12,8,"[1974,1995]"
1974,"Male",12,7,"[1974,1995]"
2016,"Male",14,7,"(1995,2016]"
2010,"Male",12,4,"(1995,2016]"
1982,"Female",8,6,"[1974,1995]"
1987,"Female",16,5,"[1974,1995]"
1978,"Male",12,5,"[1974,1995]"
1976,"Male",12,7,"[1974,1995]"
2014,"Male",14,7,"(1995,2016]"
2006,"Male",16,8,"(1995,2016]"
1990,"Male",12,6,"[1974,1995]"
2000,"Male",9,4,"(1995,2016]"
1998,"Male",3,3,"(1995,2016]"
1987,"Female",12,7,"[1974,1995]"
2014,"Female",12,6,"(1995,2016]"
1993,"Female",17,9,"[1974,1995]"
2006,"Female",12,9,"(1995,2016]"
1993,"Male",17,7,"[1974,1995]"
2006,"Female",15,6,"(1995,2016]"
2010,"Female",15,2,"(1995,2016]"
1996,"Female",10,5,"(1995,2016]"
2004,"Female",12,5,"(1995,2016]"
1976,"Male",12,7,"[1974,1995]"
2012,"Male",14,5,"(1995,2016]"
1987,"Male",14,6,"[1974,1995]"
1978,"Male",12,6,"[1974,1995]"
1996,"Female",12,7,"(1995,2016]"
1984,"Female",14,6,"[1974,1995]"
1996,"Female",16,9,"(1995,2016]"
2016,"Male",15,7,"(1995,2016]"
1974,"Male",13,9,"[1974,1995]"
2016,"Male",13,7,"(1995,2016]"
2012,"Female",16,7,"(1995,2016]"
2000,"Female",9,3,"(1995,2016]"
2006,"Female",3,0,"(1995,2016]"
1998,"Female",10,9,"(1995,2016]"
1982,"Female",12,6,"[1974,1995]"
1976,"Female",3,3,"[1974,1995]"
1974,"Female",10,7,"[1974,1995]"
1978,"Male",12,5,"[1974,1995]"
1982,"Female",9,6,"[1974,1995]"
1991,"Female",14,7,"[1974,1995]"
1976,"Male",12,6,"[1974,1995]"
2014,"Male",14,8,"(1995,2016]"
1996,"Male",17,9,"(1995,2016]"
2016,"Male",16,9,"(1995,2016]"
2010,"Female",18,6,"(1995,2016]"
1987,"Female",9,5,"[1974,1995]"
2006,"Female",16,5,"(1995,2016]"
1976,"Female",16,8,"[1974,1995]"
1996,"Female",12,8,"(1995,2016]"
2016,"Male",15,7,"(1995,2016]"
2012,"Female",6,5,"(1995,2016]"
1978,"Male",13,3,"[1974,1995]"
1978,"Female",12,8,"[1974,1995]"
1984,"Female",16,10,"[1974,1995]"
2004,"Male",20,8,"(1995,2016]"
1994,"Male",14,5,"[1974,1995]"
1982,"Male",12,5,"[1974,1995]"
1987,"Male",20,9,"[1974,1995]"
1998,"Male",11,5,"(1995,2016]"
2000,"Male",16,6,"(1995,2016]"
2014,"Male",14,7,"(1995,2016]"
2016,"Male",12,5,"(1995,2016]"
1998,"Male",14,4,"(1995,2016]"
1976,"Female",12,5,"[1974,1995]"
1982,"Female",12,7,"[1974,1995]"
1996,"Female",16,4,"(1995,2016]"
2010,"Female",12,1,"(1995,2016]"
2010,"Male",14,6,"(1995,2016]"
1984,"Male",12,8,"[1974,1995]"
1987,"Female",14,5,"[1974,1995]"
1993,"Female",14,5,"[1974,1995]"
1988,"Male",12,6,"[1974,1995]"
2012,"Female",17,5,"(1995,2016]"
1989,"Female",15,8,"[1974,1995]"
1987,"Female",13,3,"[1974,1995]"
1987,"Female",16,9,"[1974,1995]"
1974,"Female",16,6,"[1974,1995]"
2004,"Male",16,7,"(1995,2016]"
2008,"Male",15,5,"(1995,2016]"
2012,"Male",13,5,"(1995,2016]"
2016,"Female",13,5,"(1995,2016]"
2004,"Female",12,6,"(1995,2016]"
1978,"Male",16,4,"[1974,1995]"
1982,"Male",16,10,"[1974,1995]"
2004,"Female",8,6,"(1995,2016]"
1993,"Female",14,8,"[1974,1995]"
1987,"Female",16,6,"[1974,1995]"
1994,"Male",12,8,"[1974,1995]"
1976,"Male",3,1,"[1974,1995]"
1996,"Female",14,9,"(1995,2016]"
1987,"Female",16,7,"[1974,1995]"
2016,"Male",11,6,"(1995,2016]"
1990,"Male",10,5,"[1974,1995]"
1991,"Male",12,8,"[1974,1995]"
1996,"Female",12,6,"(1995,2016]"
1987,"Male",13,5,"[1974,1995]"
1988,"Female",12,4,"[1974,1995]"
1990,"Female",8,4,"[1974,1995]"
1974,"Female",18,7,"[1974,1995]"
1987,"Female",14,9,"[1974,1995]"
2010,"Male",12,4,"(1995,2016]"
1998,"Male",15,6,"(1995,2016]"
1990,"Female",14,10,"[1974,1995]"
1993,"Male",17,6,"[1974,1995]"
1994,"Female",12,5,"[1974,1995]"
1996,"Female",19,9,"(1995,2016]"
1990,"Male",14,9,"[1974,1995]"
2014,"Male",14,6,"(1995,2016]"
2006,"Female",13,5,"(1995,2016]"
1982,"Female",10,3,"[1974,1995]"
2010,"Female",12,5,"(1995,2016]"
1976,"Female",12,10,"[1974,1995]"
1998,"Female",12,6,"(1995,2016]"
2004,"Female",14,5,"(1995,2016]"
2006,"Male",16,6,"(1995,2016]"
1994,"Female",14,8,"[1974,1995]"
2016,"Male",12,5,"(1995,2016]"
2010,"Female",19,7,"(1995,2016]"
1988,"Male",15,7,"[1974,1995]"
2000,"Male",12,4,"(1995,2016]"
2014,"Female",12,5,"(1995,2016]"
1978,"Male",19,8,"[1974,1995]"
1993,"Female",15,8,"[1974,1995]"
1978,"Male",8,8,"[1974,1995]"
1996,"Male",13,9,"(1995,2016]"
1982,"Female",12,3,"[1974,1995]"
1974,"Female",15,10,"[1974,1995]"
1976,"Male",16,8,"[1974,1995]"
1987,"Female",13,7,"[1974,1995]"
2014,"Female",14,6,"(1995,2016]"
1996,"Male",13,3,"(1995,2016]"
1982,"Female",9,4,"[1974,1995]"
2006,"Female",12,1,"(1995,2016]"
2012,"Female",11,3,"(1995,2016]"
2000,"Female",12,7,"(1995,2016]"
2012,"Female",18,6,"(1995,2016]"
1982,"Female",12,6,"[1974,1995]"
1984,"Female",10,5,"[1974,1995]"
1982,"Female",16,6,"[1974,1995]"
1994,"Female",8,3,"[1974,1995]"
2004,"Female",13,5,"(1995,2016]"
1976,"Male",12,9,"[1974,1995]"
1987,"Female",11,6,"[1974,1995]"
2014,"Male",12,6,"(1995,2016]"
2008,"Male",16,10,"(1995,2016]"
1998,"Male",14,7,"(1995,2016]"
1990,"Female",12,5,"[1974,1995]"
1994,"Male",12,3,"[1974,1995]"
1974,"Male",12,7,"[1974,1995]"
1982,"Male",10,3,"[1974,1995]"
1982,"Male",13,8,"[1974,1995]"
1989,"Female",14,8,"[1974,1995]"
2008,"Female",12,7,"(1995,2016]"
2012,"Male",11,4,"(1995,2016]"
2010,"Male",16,5,"(1995,2016]"
1990,"Male",19,9,"[1974,1995]"
1994,"Female",12,3,"[1974,1995]"
1982,"Male",7,4,"[1974,1995]"
1991,"Male",16,6,"[1974,1995]"
1982,"Female",10,5,"[1974,1995]"
1984,"Female",12,3,"[1974,1995]"
1994,"Female",16,10,"[1974,1995]"
1982,"Female",12,5,"[1974,1995]"
1994,"Female",12,7,"[1974,1995]"
2012,"Female",13,6,"(1995,2016]"
2006,"Female",15,7,"(1995,2016]"
2014,"Male",14,7,"(1995,2016]"
1984,"Female",12,9,"[1974,1995]"
1996,"Male",13,6,"(1995,2016]"
1991,"Male",9,5,"[1974,1995]"
1996,"Male",16,4,"(1995,2016]"
2014,"Female",16,8,"(1995,2016]"
1988,"Male",14,7,"[1974,1995]"
2016,"Male",12,4,"(1995,2016]"
1984,"Male",14,4,"[1974,1995]"
2010,"Female",14,7,"(1995,2016]"
1974,"Female",12,6,"[1974,1995]"
1990,"Female",11,5,"[1974,1995]"
2000,"Female",14,7,"(1995,2016]"
1998,"Male",10,2,"(1995,2016]"
1978,"Male",12,6,"[1974,1995]"
2008,"Female",16,4,"(1995,2016]"
1982,"Female",8,3,"[1974,1995]"
1976,"Female",12,6,"[1974,1995]"
1984,"Female",12,3,"[1974,1995]"
1987,"Female",12,4,"[1974,1995]"
1996,"Female",12,5,"(1995,2016]"
2008,"Female",12,6,"(1995,2016]"
1988,"Male",12,2,"[1974,1995]"
1994,"Male",14,8,"[1974,1995]"
2016,"Female",15,6,"(1995,2016]"
1978,"Male",13,9,"[1974,1995]"
1984,"Female",15,8,"[1974,1995]"
1988,"Female",14,6,"[1974,1995]"
1996,"Female",14,6,"(1995,2016]"
1990,"Female",15,8,"[1974,1995]"
1987,"Male",18,7,"[1974,1995]"
1976,"Female",12,6,"[1974,1995]"
2004,"Female",11,5,"(1995,2016]"
2004,"Male",15,8,"(1995,2016]"
1982,"Male",13,6,"[1974,1995]"
1982,"Female",5,2,"[1974,1995]"
1982,"Female",19,9,"[1974,1995]"
1978,"Male",18,5,"[1974,1995]"
2014,"Female",14,6,"(1995,2016]"
1993,"Female",13,6,"[1974,1995]"
1996,"Female",14,5,"(1995,2016]"
2014,"Female",13,7,"(1995,2016]"
2014,"Female",14,6,"(1995,2016]"
2004,"Male",12,6,"(1995,2016]"
1996,"Male",15,3,"(1995,2016]"
2014,"Female",12,7,"(1995,2016]"
1974,"Male",15,5,"[1974,1995]"
1976,"Female",12,6,"[1974,1995]"
1982,"Female",6,4,"[1974,1995]"
1998,"Male",17,9,"(1995,2016]"
2010,"Male",16,9,"(1995,2016]"
1987,"Male",10,6,"[1974,1995]"
1978,"Male",16,6,"[1974,1995]"
1987,"Male",12,6,"[1974,1995]"
2016,"Female",16,4,"(1995,2016]"
1991,"Male",12,4,"[1974,1995]"
1990,"Male",14,6,"[1974,1995]"
2016,"Female",12,7,"(1995,2016]"
1989,"Male",16,8,"[1974,1995]"
2008,"Female",15,7,"(1995,2016]"
2014,"Male",14,5,"(1995,2016]"
2010,"Male",12,6,"(1995,2016]"
2004,"Female",13,10,"(1995,2016]"
1987,"Female",17,6,"[1974,1995]"
1991,"Female",13,1,"[1974,1995]"
2000,"Male",12,6,"(1995,2016]"
1976,"Female",16,9,"[1974,1995]"
2004,"Female",12,6,"(1995,2016]"
1991,"Male",20,6,"[1974,1995]"
2014,"Male",16,5,"(1995,2016]"
1996,"Male",14,6,"(1995,2016]"
1974,"Female",13,7,"[1974,1995]"
2014,"Male",12,8,"(1995,2016]"
1998,"Male",12,9,"(1995,2016]"
1984,"Male",6,2,"[1974,1995]"
1976,"Female",11,3,"[1974,1995]"
1976,"Male",14,8,"[1974,1995]"
1998,"Male",12,5,"(1995,2016]"
1982,"Female",12,4,"[1974,1995]"
1996,"Female",11,6,"(1995,2016]"
2008,"Male",12,2,"(1995,2016]"
1996,"Male",12,5,"(1995,2016]"
1990,"Male",12,5,"[1974,1995]"
1982,"Male",13,8,"[1974,1995]"
2004,"Female",16,5,"(1995,2016]"
1996,"Male",17,5,"(1995,2016]"
2006,"Female",11,4,"(1995,2016]"
2000,"Female",12,7,"(1995,2016]"
1996,"Female",12,1,"(1995,2016]"
1984,"Female",12,3,"[1974,1995]"
1989,"Male",12,6,"[1974,1995]"
1990,"Male",6,5,"[1974,1995]"
1994,"Female",18,9,"[1974,1995]"
2000,"Female",14,2,"(1995,2016]"
2010,"Female",9,2,"(1995,2016]"
2014,"Male",16,9,"(1995,2016]"
1987,"Female",12,6,"[1974,1995]"
1996,"Female",12,5,"(1995,2016]"
2004,"Male",16,7,"(1995,2016]"
1974,"Male",12,7,"[1974,1995]"
1991,"Female",12,2,"[1974,1995]"
2010,"Male",11,5,"(1995,2016]"
1982,"Female",7,1,"[1974,1995]"
2010,"Female",10,6,"(1995,2016]"
1993,"Male",14,7,"[1974,1995]"
2000,"Male",12,3,"(1995,2016]"
1982,"Male",12,7,"[1974,1995]"
2010,"Male",12,8,"(1995,2016]"
2006,"Male",13,5,"(1995,2016]"
2016,"Male",19,6,"(1995,2016]"
2016,"Female",11,3,"(1995,2016]"
2006,"Male",13,9,"(1995,2016]"
1989,"Male",4,1,"[1974,1995]"
1989,"Female",12,6,"[1974,1995]"
1974,"Female",16,10,"[1974,1995]"
2004,"Female",12,7,"(1995,2016]"
1974,"Male",13,8,"[1974,1995]"
1982,"Male",19,10,"[1974,1995]"
1994,"Female",14,9,"[1974,1995]"
1987,"Male",16,8,"[1974,1995]"
1974,"Female",11,4,"[1974,1995]"
1998,"Female",6,5,"(1995,2016]"
1996,"Female",12,5,"(1995,2016]"
1982,"Female",12,4,"[1974,1995]"
2004,"Female",13,7,"(1995,2016]"
1987,"Female",8,3,"[1974,1995]"
2014,"Male",14,2,"(1995,2016]"
2014,"Female",16,6,"(1995,2016]"
1978,"Male",16,8,"[1974,1995]"
1974,"Male",12,7,"[1974,1995]"
1998,"Female",15,4,"(1995,2016]"
1982,"Female",11,6,"[1974,1995]"
2008,"Female",12,3,"(1995,2016]"
2016,"Male",14,5,"(1995,2016]"
2016,"Female",13,5,"(1995,2016]"
2004,"Female",17,8,"(1995,2016]"
1982,"Female",16,9,"[1974,1995]"
1990,"Male",14,6,"[1974,1995]"
1976,"Male",10,6,"[1974,1995]"
1996,"Male",16,9,"(1995,2016]"
2014,"Female",15,8,"(1995,2016]"
1974,"Male",4,1,"[1974,1995]"
1994,"Male",11,3,"[1974,1995]"
1990,"Male",20,10,"[1974,1995]"
1988,"Male",14,7,"[1974,1995]"
1988,"Male",16,5,"[1974,1995]"
1991,"Female",14,7,"[1974,1995]"
2000,"Male",10,1,"(1995,2016]"
2000,"Female",15,1,"(1995,2016]"
1976,"Female",12,10,"[1974,1995]"
1982,"Female",16,9,"[1974,1995]"
1990,"Male",14,8,"[1974,1995]"
1991,"Male",12,4,"[1974,1995]"
1976,"Male",13,7,"[1974,1995]"
2000,"Female",14,8,"(1995,2016]"
2004,"Female",16,9,"(1995,2016]"
1991,"Male",10,8,"[1974,1995]"
1998,"Male",16,5,"(1995,2016]"
1996,"Male",12,2,"(1995,2016]"
1990,"Female",16,6,"[1974,1995]"
1978,"Male",16,8,"[1974,1995]"
2014,"Female",12,5,"(1995,2016]"
1993,"Female",12,7,"[1974,1995]"
1994,"Male",9,5,"[1974,1995]"
1998,"Female",16,10,"(1995,2016]"
1974,"Male",16,8,"[1974,1995]"
1996,"Male",12,4,"(1995,2016]"
2006,"Male",12,6,"(1995,2016]"
2004,"Female",18,6,"(1995,2016]"
1994,"Female",14,8,"[1974,1995]"
1996,"Female",18,8,"(1995,2016]"
2004,"Male",12,4,"(1995,2016]"
1993,"Male",18,10,"[1974,1995]"
2014,"Male",12,6,"(1995,2016]"
2008,"Female",9,4,"(1995,2016]"
1976,"Female",14,7,"[1974,1995]"
1978,"Female",12,7,"[1974,1995]"
2006,"Female",16,7,"(1995,2016]"
2010,"Female",16,5,"(1995,2016]"
1989,"Female",12,6,"[1974,1995]"
1991,"Female",8,2,"[1974,1995]"
2008,"Female",14,7,"(1995,2016]"
2006,"Male",14,5,"(1995,2016]"
1998,"Male",12,5,"(1995,2016]"
1982,"Female",16,5,"[1974,1995]"
1996,"Female",14,5,"(1995,2016]"
1996,"Female",11,6,"(1995,2016]"
2010,"Female",10,4,"(1995,2016]"
2016,"Female",11,4,"(1995,2016]"
2008,"Male",7,4,"(1995,2016]"
2016,"Male",12,4,"(1995,2016]"
1982,"Female",12,7,"[1974,1995]"
1982,"Female",14,8,"[1974,1995]"
1982,"Female",12,6,"[1974,1995]"
1976,"Female",13,5,"[1974,1995]"
1978,"Female",12,8,"[1974,1995]"
1984,"Female",8,6,"[1974,1995]"
2000,"Female",13,5,"(1995,2016]"
1984,"Male",19,9,"[1974,1995]"
1976,"Male",12,5,"[1974,1995]"
2012,"Male",15,5,"(1995,2016]"
1984,"Female",12,8,"[1974,1995]"
1976,"Male",0,7,"[1974,1995]"
2006,"Male",20,6,"(1995,2016]"
2004,"Female",13,5,"(1995,2016]"
2000,"Female",18,5,"(1995,2016]"
2004,"Male",16,10,"(1995,2016]"
2014,"Male",16,2,"(1995,2016]"
1974,"Male",10,6,"[1974,1995]"
1978,"Male",15,6,"[1974,1995]"
1994,"Female",20,9,"[1974,1995]"
1982,"Male",7,2,"[1974,1995]"
1982,"Female",8,5,"[1974,1995]"
1987,"Female",15,10,"[1974,1995]"
2014,"Female",16,8,"(1995,2016]"
2014,"Male",15,6,"(1995,2016]"
1982,"Male",12,3,"[1974,1995]"
1998,"Female",13,8,"(1995,2016]"
2000,"Male",12,6,"(1995,2016]"
1982,"Female",10,5,"[1974,1995]"
2016,"Male",16,9,"(1995,2016]"
1987,"Female",12,3,"[1974,1995]"
1989,"Male",20,9,"[1974,1995]"
1994,"Male",16,9,"[1974,1995]"
2010,"Male",12,5,"(1995,2016]"
1987,"Female",17,9,"[1974,1995]"
1998,"Female",18,10,"(1995,2016]"
1978,"Female",13,5,"[1974,1995]"
2016,"Male",17,6,"(1995,2016]"
1987,"Female",15,3,"[1974,1995]"
1998,"Male",13,7,"(1995,2016]"
2008,"Male",12,5,"(1995,2016]"
1987,"Female",12,7,"[1974,1995]"
2014,"Male",19,8,"(1995,2016]"
1984,"Male",14,5,"[1974,1995]"
1994,"Female",12,7,"[1974,1995]"
1989,"Female",18,9,"[1974,1995]"
1996,"Female",12,5,"(1995,2016]"
1998,"Female",15,8,"(1995,2016]"
1984,"Male",12,4,"[1974,1995]"
1984,"Female",12,6,"[1974,1995]"
1989,"Female",12,6,"[1974,1995]"
1993,"Female",16,10,"[1974,1995]"
1998,"Female",9,8,"(1995,2016]"
2016,"Male",10,3,"(1995,2016]"
1978,"Female",13,5,"[1974,1995]"
2006,"Male",20,9,"(1995,2016]"
1994,"Male",13,6,"[1974,1995]"
1982,"Male",12,6,"[1974,1995]"
2012,"Female",12,6,"(1995,2016]"
1976,"Male",16,9,"[1974,1995]"
2004,"Male",13,6,"(1995,2016]"
1974,"Female",12,6,"[1974,1995]"
1990,"Male",12,5,"[1974,1995]"
2010,"Male",14,5,"(1995,2016]"
2012,"Female",16,6,"(1995,2016]"
2016,"Female",18,8,"(1995,2016]"
2000,"Female",16,9,"(1995,2016]"
1978,"Female",12,6,"[1974,1995]"
1993,"Male",10,5,"[1974,1995]"
1990,"Male",20,8,"[1974,1995]"
1978,"Male",12,5,"[1974,1995]"
1984,"Female",16,10,"[1974,1995]"
2004,"Male",14,7,"(1995,2016]"
1989,"Male",16,9,"[1974,1995]"
2006,"Male",16,8,"(1995,2016]"
1990,"Male",13,5,"[1974,1995]"
1982,"Female",12,8,"[1974,1995]"
1976,"Female",13,9,"[1974,1995]"
2004,"Male",16,10,"(1995,2016]"
1988,"Male",12,6,"[1974,1995]"
1998,"Male",12,5,"(1995,2016]"
1976,"Male",18,10,"[1974,1995]"
1978,"Female",13,5,"[1974,1995]"
1987,"Female",14,8,"[1974,1995]"
1991,"Male",14,7,"[1974,1995]"
2014,"Male",9,1,"(1995,2016]"
1978,"Female",8,4,"[1974,1995]"
1982,"Male",16,5,"[1974,1995]"
1974,"Male",14,9,"[1974,1995]"
1989,"Female",12,8,"[1974,1995]"
1982,"Male",14,5,"[1974,1995]"
1982,"Female",12,5,"[1974,1995]"
1989,"Female",18,5,"[1974,1995]"
2000,"Male",18,7,"(1995,2016]"
2000,"Female",7,2,"(1995,2016]"
1991,"Male",12,5,"[1974,1995]"
2012,"Female",12,7,"(1995,2016]"
2016,"Female",18,8,"(1995,2016]"
2010,"Female",13,6,"(1995,2016]"
2004,"Female",14,7,"(1995,2016]"
1996,"Male",16,7,"(1995,2016]"
2016,"Female",14,5,"(1995,2016]"
2006,"Female",12,7,"(1995,2016]"
2006,"Male",11,4,"(1995,2016]"
2006,"Female",17,7,"(1995,2016]"
2016,"Male",11,5,"(1995,2016]"
1994,"Female",16,7,"[1974,1995]"
2014,"Male",19,7,"(1995,2016]"
1978,"Female",5,3,"[1974,1995]"
2010,"Female",12,8,"(1995,2016]"
1989,"Female",14,0,"[1974,1995]"
1994,"Female",13,3,"[1974,1995]"
1974,"Female",8,10,"[1974,1995]"
1982,"Male",19,6,"[1974,1995]"
1996,"Female",13,6,"(1995,2016]"
1976,"Male",8,2,"[1974,1995]"
1998,"Female",8,7,"(1995,2016]"
2012,"Female",16,5,"(1995,2016]"
1998,"Male",15,3,"(1995,2016]"
1976,"Female",16,9,"[1974,1995]"
2008,"Female",12,4,"(1995,2016]"
1993,"Female",16,8,"[1974,1995]"
1978,"Male",12,6,"[1974,1995]"
2000,"Female",11,5,"(1995,2016]"
1989,"Female",12,7,"[1974,1995]"
1993,"Male",13,4,"[1974,1995]"
2006,"Female",11,4,"(1995,2016]"
1984,"Female",10,5,"[1974,1995]"
1984,"Male",14,6,"[1974,1995]"
1984,"Male",12,5,"[1974,1995]"
1982,"Female",13,6,"[1974,1995]"
1990,"Male",17,8,"[1974,1995]"
2016,"Male",13,6,"(1995,2016]"
1978,"Female",9,5,"[1974,1995]"
1991,"Female",12,8,"[1974,1995]"
1976,"Female",7,3,"[1974,1995]"
2014,"Male",20,6,"(1995,2016]"
1993,"Female",8,5,"[1974,1995]"
2010,"Female",20,10,"(1995,2016]"
1998,"Male",12,8,"(1995,2016]"
1998,"Female",12,7,"(1995,2016]"
1988,"Female",12,4,"[1974,1995]"
1996,"Female",12,6,"(1995,2016]"
1982,"Male",12,7,"[1974,1995]"
2008,"Female",12,8,"(1995,2016]"
1974,"Male",13,6,"[1974,1995]"
1988,"Male",12,6,"[1974,1995]"
1996,"Male",17,5,"(1995,2016]"
1990,"Female",15,7,"[1974,1995]"
2012,"Male",6,3,"(1995,2016]"
1978,"Female",13,7,"[1974,1995]"
2006,"Female",16,9,"(1995,2016]"
1998,"Male",12,6,"(1995,2016]"
1996,"Female",10,5,"(1995,2016]"
1978,"Male",12,9,"[1974,1995]"
2016,"Male",13,4,"(1995,2016]"
1987,"Male",4,2,"[1974,1995]"
2016,"Female",4,2,"(1995,2016]"
1996,"Female",12,7,"(1995,2016]"
1988,"Male",16,6,"[1974,1995]"
2008,"Male",17,5,"(1995,2016]"
2014,"Male",12,8,"(1995,2016]"
1976,"Female",12,8,"[1974,1995]"
1976,"Male",17,1,"[1974,1995]"
1974,"Female",8,7,"[1974,1995]"
2010,"Male",16,8,"(1995,2016]"
2012,"Male",14,5,"(1995,2016]"
2008,"Male",16,8,"(1995,2016]"
1987,"Female",7,3,"[1974,1995]"
1994,"Female",14,9,"[1974,1995]"
1991,"Female",16,6,"[1974,1995]"
1988,"Male",17,7,"[1974,1995]"
1982,"Female",7,0,"[1974,1995]"
1984,"Male",16,9,"[1974,1995]"
1987,"Male",12,7,"[1974,1995]"
1976,"Female",16,10,"[1974,1995]"
2014,"Male",12,8,"(1995,2016]"
2012,"Female",9,3,"(1995,2016]"
2008,"Female",12,6,"(1995,2016]"
1982,"Female",13,6,"[1974,1995]"
1984,"Female",14,6,"[1974,1995]"
1989,"Male",13,6,"[1974,1995]"
2000,"Male",18,10,"(1995,2016]"
1989,"Female",20,8,"[1974,1995]"
2016,"Female",16,10,"(1995,2016]"
1991,"Female",11,5,"[1974,1995]"
1993,"Female",12,4,"[1974,1995]"
1994,"Male",18,9,"[1974,1995]"
2006,"Female",17,7,"(1995,2016]"
1976,"Female",14,6,"[1974,1995]"
1984,"Male",12,9,"[1974,1995]"
1996,"Female",13,7,"(1995,2016]"
1976,"Male",12,3,"[1974,1995]"
